bonus_id,karyawan_id,periode_bulan,periode_tahun,jenis_bonus,jumlah_bonus,keterangan
104,28,11,2024,Tahunan,9613028,Bonus Tahunan periode 11/2024
105,31,11,2024,Tahunan,7908871,Bonus Tahunan periode 11/2024
106,36,11,2024,Proyek,3765628,Bonus Proyek periode 11/2024
107,37,11,2024,Proyek,4691869,Bonus Proyek periode 11/2024
108,40,11,2024,Prestasi,5949644,Bonus Prestasi periode 11/2024
109,41,11,2024,Proyek,4526837,Bonus Proyek periode 11/2024
110,43,11,2024,Prestasi,2456683,Bonus Prestasi periode 11/2024
111,45,11,2024,Tahunan,8970654,Bonus Tahunan periode 11/2024
112,46,11,2024,Tahunan,9364152,Bonus Tahunan periode 11/2024
113,47,11,2024,Performa,7400389,Bonus Performa periode 11/2024
114,49,11,2024,Prestasi,1894649,Bonus Prestasi periode 11/2024
115,50,11,2024,Prestasi,6938281,Bonus Prestasi periode 11/2024
116,1,12,2024,Performa,9115668,Bonus Performa periode 12/2024
117,3,12,2024,Prestasi,4520224,Bonus Prestasi periode 12/2024
118,4,12,2024,Proyek,4793991,Bonus Proyek periode 12/2024
119,6,12,2024,Performa,1760669,Bonus Performa periode 12/2024
120,7,12,2024,Performa,8836347,Bonus Performa periode 12/2024
121,8,12,2024,Tahunan,9990517,Bonus Tahunan periode 12/2024
122,9,12,2024,Tahunan,7203235,Bonus Tahunan periode 12/2024
123,16,12,2024,Proyek,6691188,Bonus Proyek periode 12/2024
124,17,12,2024,Tahunan,9066539,Bonus Tahunan periode 12/2024
125,18,12,2024,Performa,9095089,Bonus Performa periode 12/2024
126,19,12,2024,Prestasi,4240033,Bonus Prestasi periode 12/2024
127,21,12,2024,Performa,5684200,Bonus Performa periode 12/2024
128,22,12,2024,Prestasi,6192600,Bonus Prestasi periode 12/2024
129,28,12,2024,Performa,1681133,Bonus Performa periode 12/2024
130,29,12,2024,Proyek,5664640,Bonus Proyek periode 12/2024
131,31,12,2024,Prestasi,3118783,Bonus Prestasi periode 12/2024
132,32,12,2024,Tahunan,2515599,Bonus Tahunan periode 12/2024
133,34,12,2024,Prestasi,5562557,Bonus Prestasi periode 12/2024
134,35,12,2024,Tahunan,9897782,Bonus Tahunan periode 12/2024
135,36,12,2024,Tahunan,4863612,Bonus Tahunan periode 12/2024
136,37,12,2024,Performa,5456105,Bonus Performa periode 12/2024
137,38,12,2024,Proyek,2881720,Bonus Proyek periode 12/2024
138,39,12,2024,Performa,2787057,Bonus Performa periode 12/2024
139,40,12,2024,Performa,6004501,Bonus Performa periode 12/2024
140,41,12,2024,Tahunan,1533505,Bonus Tahunan periode 12/2024
141,42,12,2024,Performa,8351882,Bonus Performa periode 12/2024
142,43,12,2024,Prestasi,5170456,Bonus Prestasi periode 12/2024
143,45,12,2024,Tahunan,1389309,Bonus Tahunan periode 12/2024
144,48,12,2024,Proyek,6206305,Bonus Proyek periode 12/2024
145,50,12,2024,Proyek,3368009,Bonus Proyek periode 12/2024
146,2,1,2025,Proyek,1346710,Bonus Proyek periode 1/2025
147,3,1,2025,Performa,8487348,Bonus Performa periode 1/2025
148,4,1,2025,Proyek,4044228,Bonus Proyek periode 1/2025
149,5,1,2025,Proyek,2044742,Bonus Proyek periode 1/2025
150,6,1,2025,Tahunan,6819382,Bonus Tahunan periode 1/2025
151,7,1,2025,Proyek,9040489,Bonus Proyek periode 1/2025
152,12,1,2025,Proyek,8801052,Bonus Proyek periode 1/2025
153,14,1,2025,Prestasi,3396177,Bonus Prestasi periode 1/2025
154,16,1,2025,Prestasi,7845707,Bonus Prestasi periode 1/2025
155,17,1,2025,Performa,6678109,Bonus Performa periode 1/2025
156,18,1,2025,Proyek,5488077,Bonus Proyek periode 1/2025
157,19,1,2025,Prestasi,6965477,Bonus Prestasi periode 1/2025
158,20,1,2025,Tahunan,5880878,Bonus Tahunan periode 1/2025
159,23,1,2025,Tahunan,5218555,Bonus Tahunan periode 1/2025
160,27,1,2025,Proyek,4588887,Bonus Proyek periode 1/2025
161,30,1,2025,Tahunan,1219465,Bonus Tahunan periode 1/2025
162,32,1,2025,Prestasi,5316686,Bonus Prestasi periode 1/2025
163,38,1,2025,Prestasi,4000017,Bonus Prestasi periode 1/2025
164,41,1,2025,Proyek,5320387,Bonus Proyek periode 1/2025
165,45,1,2025,Prestasi,3886813,Bonus Prestasi periode 1/2025
166,49,1,2025,Tahunan,2675216,Bonus Tahunan periode 1/2025
167,50,1,2025,Tahunan,9300746,Bonus Tahunan periode 1/2025
168,3,2,2025,Performa,3341845,Bonus Performa periode 2/2025
169,4,2,2025,Prestasi,5735625,Bonus Prestasi periode 2/2025
170,7,2,2025,Tahunan,2555021,Bonus Tahunan periode 2/2025
171,12,2,2025,Proyek,4393168,Bonus Proyek periode 2/2025
172,13,2,2025,Proyek,6596982,Bonus Proyek periode 2/2025
173,15,2,2025,Prestasi,7385955,Bonus Prestasi periode 2/2025
174,16,2,2025,Proyek,9087047,Bonus Proyek periode 2/2025
175,17,2,2025,Proyek,9847954,Bonus Proyek periode 2/2025
176,19,2,2025,Proyek,6281232,Bonus Proyek periode 2/2025
177,20,2,2025,Tahunan,4330340,Bonus Tahunan periode 2/2025
178,24,2,2025,Performa,6869033,Bonus Performa periode 2/2025
179,25,2,2025,Performa,9417684,Bonus Performa periode 2/2025
180,26,2,2025,Tahunan,9237223,Bonus Tahunan periode 2/2025
181,33,2,2025,Proyek,6363727,Bonus Proyek periode 2/2025
182,34,2,2025,Proyek,4045353,Bonus Proyek periode 2/2025
183,36,2,2025,Proyek,4768290,Bonus Proyek periode 2/2025
184,38,2,2025,Proyek,7814885,Bonus Proyek periode 2/2025
185,39,2,2025,Tahunan,4414847,Bonus Tahunan periode 2/2025
186,42,2,2025,Tahunan,4655799,Bonus Tahunan periode 2/2025
187,45,2,2025,Proyek,5882517,Bonus Proyek periode 2/2025
188,47,2,2025,Performa,5457329,Bonus Performa periode 2/2025
189,48,2,2025,Performa,3850253,Bonus Performa periode 2/2025
190,49,2,2025,Tahunan,5811805,Bonus Tahunan periode 2/2025
191,50,2,2025,Performa,5075172,Bonus Performa periode 2/2025
192,2,3,2025,Proyek,2466889,Bonus Proyek periode 3/2025
193,3,3,2025,Proyek,7713676,Bonus Proyek periode 3/2025
194,4,3,2025,Proyek,9460961,Bonus Proyek periode 3/2025
195,10,3,2025,Prestasi,9100749,Bonus Prestasi periode 3/2025
196,12,3,2025,Performa,2797610,Bonus Performa periode 3/2025
197,14,3,2025,Performa,9733019,Bonus Performa periode 3/2025
198,16,3,2025,Performa,2002548,Bonus Performa periode 3/2025
199,22,3,2025,Performa,6110611,Bonus Performa periode 3/2025
200,24,3,2025,Tahunan,1362400,Bonus Tahunan periode 3/2025
201,25,3,2025,Tahunan,1480422,Bonus Tahunan periode 3/2025
202,26,3,2025,Tahunan,7770944,Bonus Tahunan periode 3/2025
203,27,3,2025,Proyek,3104399,Bonus Proyek periode 3/2025
204,33,3,2025,Prestasi,6139791,Bonus Prestasi periode 3/2025
205,36,3,2025,Performa,6153205,Bonus Performa periode 3/2025
206,37,3,2025,Performa,2643046,Bonus Performa periode 3/2025
207,40,3,2025,Prestasi,4535421,Bonus Prestasi periode 3/2025
208,41,3,2025,Performa,1496035,Bonus Performa periode 3/2025
209,42,3,2025,Proyek,8613520,Bonus Proyek periode 3/2025
210,43,3,2025,Proyek,6656804,Bonus Proyek periode 3/2025
211,49,3,2025,Tahunan,1015292,Bonus Tahunan periode 3/2025
212,50,3,2025,Prestasi,5247494,Bonus Prestasi periode 3/2025
213,1,4,2025,Proyek,5440594,Bonus Proyek periode 4/2025
214,5,4,2025,Performa,1234808,Bonus Performa periode 4/2025
215,6,4,2025,Performa,4515188,Bonus Performa periode 4/2025
216,9,4,2025,Performa,1946693,Bonus Performa periode 4/2025
217,10,4,2025,Performa,9816287,Bonus Performa periode 4/2025
218,12,4,2025,Tahunan,8318039,Bonus Tahunan periode 4/2025
219,13,4,2025,Tahunan,5693061,Bonus Tahunan periode 4/2025
220,17,4,2025,Proyek,5056822,Bonus Proyek periode 4/2025
221,18,4,2025,Tahunan,6621475,Bonus Tahunan periode 4/2025
222,22,4,2025,Tahunan,8628294,Bonus Tahunan periode 4/2025
223,23,4,2025,Proyek,9276201,Bonus Proyek periode 4/2025
224,24,4,2025,Proyek,3434627,Bonus Proyek periode 4/2025
225,25,4,2025,Tahunan,8645748,Bonus Tahunan periode 4/2025
226,28,4,2025,Proyek,5711628,Bonus Proyek periode 4/2025
227,31,4,2025,Performa,9593800,Bonus Performa periode 4/2025
228,36,4,2025,Prestasi,6272586,Bonus Prestasi periode 4/2025
229,37,4,2025,Proyek,9618147,Bonus Proyek periode 4/2025
230,38,4,2025,Prestasi,9583665,Bonus Prestasi periode 4/2025
231,39,4,2025,Tahunan,3304571,Bonus Tahunan periode 4/2025
232,40,4,2025,Prestasi,7433058,Bonus Prestasi periode 4/2025
233,42,4,2025,Prestasi,2881705,Bonus Prestasi periode 4/2025
234,43,4,2025,Tahunan,1415846,Bonus Tahunan periode 4/2025
235,44,4,2025,Performa,6217225,Bonus Performa periode 4/2025
236,46,4,2025,Performa,1249050,Bonus Performa periode 4/2025
237,1,5,2025,Proyek,3765581,Bonus Proyek periode 5/2025
238,2,5,2025,Performa,2243185,Bonus Performa periode 5/2025
239,3,5,2025,Proyek,5492920,Bonus Proyek periode 5/2025
240,4,5,2025,Performa,2598267,Bonus Performa periode 5/2025
241,6,5,2025,Proyek,9853937,Bonus Proyek periode 5/2025
242,7,5,2025,Tahunan,1765308,Bonus Tahunan periode 5/2025
243,10,5,2025,Prestasi,7786282,Bonus Prestasi periode 5/2025
244,11,5,2025,Tahunan,9327080,Bonus Tahunan periode 5/2025
245,13,5,2025,Tahunan,3223307,Bonus Tahunan periode 5/2025
246,15,5,2025,Performa,6146836,Bonus Performa periode 5/2025
247,16,5,2025,Performa,7754735,Bonus Performa periode 5/2025
248,19,5,2025,Proyek,3184200,Bonus Proyek periode 5/2025
249,23,5,2025,Proyek,3522254,Bonus Proyek periode 5/2025
250,27,5,2025,Tahunan,6923011,Bonus Tahunan periode 5/2025
251,28,5,2025,Tahunan,5289084,Bonus Tahunan periode 5/2025
252,29,5,2025,Tahunan,3794948,Bonus Tahunan periode 5/2025
253,30,5,2025,Proyek,5246145,Bonus Proyek periode 5/2025
254,31,5,2025,Prestasi,8765833,Bonus Prestasi periode 5/2025
255,32,5,2025,Tahunan,3683720,Bonus Tahunan periode 5/2025
256,35,5,2025,Proyek,9248817,Bonus Proyek periode 5/2025
257,37,5,2025,Performa,4894053,Bonus Performa periode 5/2025
258,39,5,2025,Proyek,9135829,Bonus Proyek periode 5/2025
259,40,5,2025,Proyek,8924476,Bonus Proyek periode 5/2025
260,41,5,2025,Proyek,2487050,Bonus Proyek periode 5/2025
261,42,5,2025,Tahunan,2044872,Bonus Tahunan periode 5/2025
262,43,5,2025,Proyek,8327352,Bonus Proyek periode 5/2025
263,44,5,2025,Performa,3029253,Bonus Performa periode 5/2025
264,47,5,2025,Proyek,6396168,Bonus Proyek periode 5/2025
265,1,6,2025,Prestasi,6315404,Bonus Prestasi periode 6/2025
266,3,6,2025,Prestasi,2937414,Bonus Prestasi periode 6/2025
267,5,6,2025,Prestasi,1444885,Bonus Prestasi periode 6/2025
268,7,6,2025,Performa,4878462,Bonus Performa periode 6/2025
269,8,6,2025,Prestasi,3799082,Bonus Prestasi periode 6/2025
270,9,6,2025,Tahunan,8110998,Bonus Tahunan periode 6/2025
271,10,6,2025,Proyek,6468796,Bonus Proyek periode 6/2025
272,13,6,2025,Prestasi,9861163,Bonus Prestasi periode 6/2025
273,16,6,2025,Tahunan,6451687,Bonus Tahunan periode 6/2025
274,18,6,2025,Proyek,4337570,Bonus Proyek periode 6/2025
275,21,6,2025,Proyek,8855512,Bonus Proyek periode 6/2025
276,23,6,2025,Tahunan,1678317,Bonus Tahunan periode 6/2025
277,28,6,2025,Prestasi,9326593,Bonus Prestasi periode 6/2025
278,29,6,2025,Performa,1967209,Bonus Performa periode 6/2025
279,33,6,2025,Proyek,2874033,Bonus Proyek periode 6/2025
280,34,6,2025,Proyek,8464996,Bonus Proyek periode 6/2025
281,37,6,2025,Prestasi,6635820,Bonus Prestasi periode 6/2025
282,38,6,2025,Tahunan,3901574,Bonus Tahunan periode 6/2025
283,39,6,2025,Proyek,9209298,Bonus Proyek periode 6/2025
284,42,6,2025,Performa,3749573,Bonus Performa periode 6/2025
285,43,6,2025,Proyek,1005315,Bonus Proyek periode 6/2025
286,44,6,2025,Tahunan,2510410,Bonus Tahunan periode 6/2025
287,45,6,2025,Performa,2350204,Bonus Performa periode 6/2025
288,47,6,2025,Prestasi,3164003,Bonus Prestasi periode 6/2025
289,48,6,2025,Performa,8281595,Bonus Performa periode 6/2025
