bonus_id,karyawan_id,periode_bulan,periode_tahun,jenis_bonus,jumlah_bonus,keterangan
86,39,10,2024,Proyek,9017419,Bonus Proyek periode 10/2024
87,41,10,2024,Proyek,7447658,Bonus Proyek periode 10/2024
88,42,10,2024,Performa,3462039,Bonus Performa periode 10/2024
89,43,10,2024,Performa,2931426,Bonus Performa periode 10/2024
90,44,10,2024,Proyek,8752175,Bonus Proyek periode 10/2024
91,45,10,2024,Proyek,9433858,Bonus Proyek periode 10/2024
92,46,10,2024,Performa,5451429,Bonus Performa periode 10/2024
93,47,10,2024,Performa,3604144,Bonus Performa periode 10/2024
94,49,10,2024,Proyek,6637282,Bonus Proyek periode 10/2024
95,50,10,2024,Prestasi,5423886,Bonus Prestasi periode 10/2024
96,2,11,2024,Performa,3134241,Bonus Performa periode 11/2024
97,3,11,2024,Performa,5696379,Bonus Performa periode 11/2024
98,6,11,2024,Proyek,5021420,Bonus Proyek periode 11/2024
99,7,11,2024,Performa,2359438,Bonus Performa periode 11/2024
100,9,11,2024,Proyek,8978136,Bonus Proyek periode 11/2024
101,10,11,2024,Proyek,5280492,Bonus Proyek periode 11/2024
102,11,11,2024,Tahunan,3773321,Bonus Tahunan periode 11/2024
103,12,11,2024,Proyek,4688724,Bonus Proyek periode 11/2024
104,16,11,2024,Proyek,2527359,Bonus Proyek periode 11/2024
105,18,11,2024,Tahunan,9075879,Bonus Tahunan periode 11/2024
106,20,11,2024,Performa,9302586,Bonus Performa periode 11/2024
107,21,11,2024,Proyek,7409029,Bonus Proyek periode 11/2024
108,23,11,2024,Performa,1279375,Bonus Performa periode 11/2024
109,24,11,2024,Performa,1707045,Bonus Performa periode 11/2024
110,28,11,2024,Tahunan,6800276,Bonus Tahunan periode 11/2024
111,32,11,2024,Performa,2274487,Bonus Performa periode 11/2024
112,34,11,2024,Proyek,1564646,Bonus Proyek periode 11/2024
113,41,11,2024,Prestasi,4920839,Bonus Prestasi periode 11/2024
114,42,11,2024,Tahunan,9613028,Bonus Tahunan periode 11/2024
115,45,11,2024,Tahunan,7908871,Bonus Tahunan periode 11/2024
116,50,11,2024,Proyek,3765628,Bonus Proyek periode 11/2024
117,1,12,2024,Proyek,4691869,Bonus Proyek periode 12/2024
118,4,12,2024,Prestasi,5949644,Bonus Prestasi periode 12/2024
119,5,12,2024,Proyek,4526837,Bonus Proyek periode 12/2024
120,7,12,2024,Prestasi,2456683,Bonus Prestasi periode 12/2024
121,9,12,2024,Tahunan,8970654,Bonus Tahunan periode 12/2024
122,10,12,2024,Tahunan,9364152,Bonus Tahunan periode 12/2024
123,11,12,2024,Performa,7400389,Bonus Performa periode 12/2024
124,13,12,2024,Prestasi,1894649,Bonus Prestasi periode 12/2024
125,14,12,2024,Prestasi,6938281,Bonus Prestasi periode 12/2024
126,15,12,2024,Performa,9115668,Bonus Performa periode 12/2024
127,17,12,2024,Prestasi,4520224,Bonus Prestasi periode 12/2024
128,18,12,2024,Proyek,4793991,Bonus Proyek periode 12/2024
129,20,12,2024,Performa,1760669,Bonus Performa periode 12/2024
130,21,12,2024,Performa,8836347,Bonus Performa periode 12/2024
131,22,12,2024,Tahunan,9990517,Bonus Tahunan periode 12/2024
132,23,12,2024,Tahunan,7203235,Bonus Tahunan periode 12/2024
133,30,12,2024,Proyek,6691188,Bonus Proyek periode 12/2024
134,31,12,2024,Tahunan,9066539,Bonus Tahunan periode 12/2024
135,32,12,2024,Performa,9095089,Bonus Performa periode 12/2024
136,33,12,2024,Prestasi,4240033,Bonus Prestasi periode 12/2024
137,35,12,2024,Performa,5684200,Bonus Performa periode 12/2024
138,36,12,2024,Prestasi,6192600,Bonus Prestasi periode 12/2024
139,42,12,2024,Performa,1681133,Bonus Performa periode 12/2024
140,43,12,2024,Proyek,5664640,Bonus Proyek periode 12/2024
141,45,12,2024,Prestasi,3118783,Bonus Prestasi periode 12/2024
142,46,12,2024,Tahunan,2515599,Bonus Tahunan periode 12/2024
143,48,12,2024,Prestasi,5562557,Bonus Prestasi periode 12/2024
144,49,12,2024,Tahunan,9897782,Bonus Tahunan periode 12/2024
145,50,12,2024,Tahunan,4863612,Bonus Tahunan periode 12/2024
146,1,1,2025,Performa,5456105,Bonus Performa periode 1/2025
147,2,1,2025,Proyek,2881720,Bonus Proyek periode 1/2025
148,3,1,2025,Performa,2787057,Bonus Performa periode 1/2025
149,4,1,2025,Performa,6004501,Bonus Performa periode 1/2025
150,5,1,2025,Tahunan,1533505,Bonus Tahunan periode 1/2025
151,6,1,2025,Performa,8351882,Bonus Performa periode 1/2025
152,7,1,2025,Prestasi,5170456,Bonus Prestasi periode 1/2025
153,9,1,2025,Tahunan,1389309,Bonus Tahunan periode 1/2025
154,12,1,2025,Proyek,6206305,Bonus Proyek periode 1/2025
155,14,1,2025,Proyek,3368009,Bonus Proyek periode 1/2025
156,16,1,2025,Proyek,1346710,Bonus Proyek periode 1/2025
157,17,1,2025,Performa,8487348,Bonus Performa periode 1/2025
158,18,1,2025,Proyek,4044228,Bonus Proyek periode 1/2025
159,19,1,2025,Proyek,2044742,Bonus Proyek periode 1/2025
160,20,1,2025,Tahunan,6819382,Bonus Tahunan periode 1/2025
161,21,1,2025,Proyek,9040489,Bonus Proyek periode 1/2025
162,26,1,2025,Proyek,8801052,Bonus Proyek periode 1/2025
163,28,1,2025,Prestasi,3396177,Bonus Prestasi periode 1/2025
164,30,1,2025,Prestasi,7845707,Bonus Prestasi periode 1/2025
165,31,1,2025,Performa,6678109,Bonus Performa periode 1/2025
166,32,1,2025,Proyek,5488077,Bonus Proyek periode 1/2025
167,33,1,2025,Prestasi,6965477,Bonus Prestasi periode 1/2025
168,34,1,2025,Tahunan,5880878,Bonus Tahunan periode 1/2025
169,37,1,2025,Tahunan,5218555,Bonus Tahunan periode 1/2025
170,41,1,2025,Proyek,4588887,Bonus Proyek periode 1/2025
171,44,1,2025,Tahunan,1219465,Bonus Tahunan periode 1/2025
172,46,1,2025,Prestasi,5316686,Bonus Prestasi periode 1/2025
173,2,2,2025,Prestasi,4000017,Bonus Prestasi periode 2/2025
174,5,2,2025,Proyek,5320387,Bonus Proyek periode 2/2025
175,9,2,2025,Prestasi,3886813,Bonus Prestasi periode 2/2025
176,13,2,2025,Tahunan,2675216,Bonus Tahunan periode 2/2025
177,14,2,2025,Tahunan,9300746,Bonus Tahunan periode 2/2025
178,17,2,2025,Performa,3341845,Bonus Performa periode 2/2025
179,18,2,2025,Prestasi,5735625,Bonus Prestasi periode 2/2025
180,21,2,2025,Tahunan,2555021,Bonus Tahunan periode 2/2025
181,26,2,2025,Proyek,4393168,Bonus Proyek periode 2/2025
182,27,2,2025,Proyek,6596982,Bonus Proyek periode 2/2025
183,29,2,2025,Prestasi,7385955,Bonus Prestasi periode 2/2025
184,30,2,2025,Proyek,9087047,Bonus Proyek periode 2/2025
185,31,2,2025,Proyek,9847954,Bonus Proyek periode 2/2025
186,33,2,2025,Proyek,6281232,Bonus Proyek periode 2/2025
187,34,2,2025,Tahunan,4330340,Bonus Tahunan periode 2/2025
188,38,2,2025,Performa,6869033,Bonus Performa periode 2/2025
189,39,2,2025,Performa,9417684,Bonus Performa periode 2/2025
190,40,2,2025,Tahunan,9237223,Bonus Tahunan periode 2/2025
191,47,2,2025,Proyek,6363727,Bonus Proyek periode 2/2025
192,48,2,2025,Proyek,4045353,Bonus Proyek periode 2/2025
193,50,2,2025,Proyek,4768290,Bonus Proyek periode 2/2025
194,2,3,2025,Proyek,7814885,Bonus Proyek periode 3/2025
195,3,3,2025,Tahunan,4414847,Bonus Tahunan periode 3/2025
196,6,3,2025,Tahunan,4655799,Bonus Tahunan periode 3/2025
197,9,3,2025,Proyek,5882517,Bonus Proyek periode 3/2025
198,11,3,2025,Performa,5457329,Bonus Performa periode 3/2025
199,12,3,2025,Performa,3850253,Bonus Performa periode 3/2025
200,13,3,2025,Tahunan,5811805,Bonus Tahunan periode 3/2025
201,14,3,2025,Performa,5075172,Bonus Performa periode 3/2025
202,16,3,2025,Proyek,2466889,Bonus Proyek periode 3/2025
203,17,3,2025,Proyek,7713676,Bonus Proyek periode 3/2025
204,18,3,2025,Proyek,9460961,Bonus Proyek periode 3/2025
205,24,3,2025,Prestasi,9100749,Bonus Prestasi periode 3/2025
206,26,3,2025,Performa,2797610,Bonus Performa periode 3/2025
207,28,3,2025,Performa,9733019,Bonus Performa periode 3/2025
208,30,3,2025,Performa,2002548,Bonus Performa periode 3/2025
209,36,3,2025,Performa,6110611,Bonus Performa periode 3/2025
210,38,3,2025,Tahunan,1362400,Bonus Tahunan periode 3/2025
211,39,3,2025,Tahunan,1480422,Bonus Tahunan periode 3/2025
212,40,3,2025,Tahunan,7770944,Bonus Tahunan periode 3/2025
213,41,3,2025,Proyek,3104399,Bonus Proyek periode 3/2025
214,47,3,2025,Prestasi,6139791,Bonus Prestasi periode 3/2025
215,50,3,2025,Performa,6153205,Bonus Performa periode 3/2025
216,1,4,2025,Performa,2643046,Bonus Performa periode 4/2025
217,4,4,2025,Prestasi,4535421,Bonus Prestasi periode 4/2025
218,5,4,2025,Performa,1496035,Bonus Performa periode 4/2025
219,6,4,2025,Proyek,8613520,Bonus Proyek periode 4/2025
220,7,4,2025,Proyek,6656804,Bonus Proyek periode 4/2025
221,13,4,2025,Tahunan,1015292,Bonus Tahunan periode 4/2025
222,14,4,2025,Prestasi,5247494,Bonus Prestasi periode 4/2025
223,15,4,2025,Proyek,5440594,Bonus Proyek periode 4/2025
224,19,4,2025,Performa,1234808,Bonus Performa periode 4/2025
225,20,4,2025,Performa,4515188,Bonus Performa periode 4/2025
226,23,4,2025,Performa,1946693,Bonus Performa periode 4/2025
227,24,4,2025,Performa,9816287,Bonus Performa periode 4/2025
228,26,4,2025,Tahunan,8318039,Bonus Tahunan periode 4/2025
229,27,4,2025,Tahunan,5693061,Bonus Tahunan periode 4/2025
230,31,4,2025,Proyek,5056822,Bonus Proyek periode 4/2025
231,32,4,2025,Tahunan,6621475,Bonus Tahunan periode 4/2025
232,36,4,2025,Tahunan,8628294,Bonus Tahunan periode 4/2025
233,37,4,2025,Proyek,9276201,Bonus Proyek periode 4/2025
234,38,4,2025,Proyek,3434627,Bonus Proyek periode 4/2025
235,39,4,2025,Tahunan,8645748,Bonus Tahunan periode 4/2025
236,42,4,2025,Proyek,5711628,Bonus Proyek periode 4/2025
237,45,4,2025,Performa,9593800,Bonus Performa periode 4/2025
238,50,4,2025,Prestasi,6272586,Bonus Prestasi periode 4/2025
239,1,5,2025,Proyek,9618147,Bonus Proyek periode 5/2025
240,2,5,2025,Prestasi,9583665,Bonus Prestasi periode 5/2025
241,3,5,2025,Tahunan,3304571,Bonus Tahunan periode 5/2025
242,4,5,2025,Prestasi,7433058,Bonus Prestasi periode 5/2025
243,6,5,2025,Prestasi,2881705,Bonus Prestasi periode 5/2025
244,7,5,2025,Tahunan,1415846,Bonus Tahunan periode 5/2025
245,8,5,2025,Performa,6217225,Bonus Performa periode 5/2025
246,10,5,2025,Performa,1249050,Bonus Performa periode 5/2025
247,15,5,2025,Proyek,3765581,Bonus Proyek periode 5/2025
248,16,5,2025,Performa,2243185,Bonus Performa periode 5/2025
249,17,5,2025,Proyek,5492920,Bonus Proyek periode 5/2025
250,18,5,2025,Performa,2598267,Bonus Performa periode 5/2025
251,20,5,2025,Proyek,9853937,Bonus Proyek periode 5/2025
252,21,5,2025,Tahunan,1765308,Bonus Tahunan periode 5/2025
253,24,5,2025,Prestasi,7786282,Bonus Prestasi periode 5/2025
254,25,5,2025,Tahunan,9327080,Bonus Tahunan periode 5/2025
255,27,5,2025,Tahunan,3223307,Bonus Tahunan periode 5/2025
256,29,5,2025,Performa,6146836,Bonus Performa periode 5/2025
257,30,5,2025,Performa,7754735,Bonus Performa periode 5/2025
258,33,5,2025,Proyek,3184200,Bonus Proyek periode 5/2025
259,37,5,2025,Proyek,3522254,Bonus Proyek periode 5/2025
260,41,5,2025,Tahunan,6923011,Bonus Tahunan periode 5/2025
261,42,5,2025,Tahunan,5289084,Bonus Tahunan periode 5/2025
262,43,5,2025,Tahunan,3794948,Bonus Tahunan periode 5/2025
263,44,5,2025,Proyek,5246145,Bonus Proyek periode 5/2025
264,45,5,2025,Prestasi,8765833,Bonus Prestasi periode 5/2025
265,46,5,2025,Tahunan,3683720,Bonus Tahunan periode 5/2025
266,49,5,2025,Proyek,9248817,Bonus Proyek periode 5/2025
267,1,6,2025,Performa,4894053,Bonus Performa periode 6/2025
268,3,6,2025,Proyek,9135829,Bonus Proyek periode 6/2025
269,4,6,2025,Proyek,8924476,Bonus Proyek periode 6/2025
270,5,6,2025,Proyek,2487050,Bonus Proyek periode 6/2025
271,6,6,2025,Tahunan,2044872,Bonus Tahunan periode 6/2025
272,7,6,2025,Proyek,8327352,Bonus Proyek periode 6/2025
273,8,6,2025,Performa,3029253,Bonus Performa periode 6/2025
274,11,6,2025,Proyek,6396168,Bonus Proyek periode 6/2025
275,15,6,2025,Prestasi,6315404,Bonus Prestasi periode 6/2025
276,17,6,2025,Prestasi,2937414,Bonus Prestasi periode 6/2025
277,19,6,2025,Prestasi,1444885,Bonus Prestasi periode 6/2025
278,21,6,2025,Performa,4878462,Bonus Performa periode 6/2025
279,22,6,2025,Prestasi,3799082,Bonus Prestasi periode 6/2025
280,23,6,2025,Tahunan,8110998,Bonus Tahunan periode 6/2025
281,24,6,2025,Proyek,6468796,Bonus Proyek periode 6/2025
282,27,6,2025,Prestasi,9861163,Bonus Prestasi periode 6/2025
283,30,6,2025,Tahunan,6451687,Bonus Tahunan periode 6/2025
284,32,6,2025,Proyek,4337570,Bonus Proyek periode 6/2025
285,35,6,2025,Proyek,8855512,Bonus Proyek periode 6/2025
286,37,6,2025,Tahunan,1678317,Bonus Tahunan periode 6/2025
287,42,6,2025,Prestasi,9326593,Bonus Prestasi periode 6/2025
288,43,6,2025,Performa,1967209,Bonus Performa periode 6/2025
289,47,6,2025,Proyek,2874033,Bonus Proyek periode 6/2025
290,48,6,2025,Proyek,8464996,Bonus Proyek periode 6/2025
