lembur_id,karyawan_id,tanggal,jam_mulai,jam_selesai,durasi_jam,status_approval,keterangan
93,33,2024-07-09,2024-07-09 17:30:00,2024-07-09 21:30:00,4,Disetujui,Lembur proyek 3
94,37,2024-07-09,2024-07-09 17:30:00,2024-07-09 19:30:00,2,Disetujui,Lembur proyek 3
95,41,2024-07-09,2024-07-09 17:30:00,2024-07-09 18:30:00,1,Disetujui,Lembur proyek 1
96,44,2024-07-09,2024-07-09 17:30:00,2024-07-09 19:30:00,2,Disetujui,Lembur proyek 1
97,50,2024-07-09,2024-07-09 17:30:00,2024-07-09 20:30:00,3,Disetujui,Lembur proyek 2
98,7,2024-07-10,2024-07-10 17:30:00,2024-07-10 19:30:00,2,Disetujui,Lembur proyek 2
99,11,2024-07-10,2024-07-10 17:30:00,2024-07-10 19:30:00,2,Ditolak,Lembur proyek 5
100,14,2024-07-10,2024-07-10 17:30:00,2024-07-10 21:30:00,4,Disetujui,Lembur proyek 3
101,34,2024-07-10,2024-07-10 17:30:00,2024-07-10 20:30:00,3,Disetujui,Lembur proyek 3
102,37,2024-07-10,2024-07-10 17:30:00,2024-07-10 20:30:00,3,Disetujui,Lembur proyek 1
103,43,2024-07-10,2024-07-10 17:30:00,2024-07-10 21:30:00,4,Ditolak,Lembur proyek 1
104,50,2024-07-10,2024-07-10 17:30:00,2024-07-10 18:30:00,1,Ditolak,Lembur proyek 1
105,5,2024-07-11,2024-07-11 17:30:00,2024-07-11 21:30:00,4,Disetujui,Lembur proyek 4
106,19,2024-07-11,2024-07-11 17:30:00,2024-07-11 21:30:00,4,Ditolak,Lembur proyek 4
107,22,2024-07-11,2024-07-11 17:30:00,2024-07-11 19:30:00,2,Ditolak,Lembur proyek 5
108,23,2024-07-11,2024-07-11 17:30:00,2024-07-11 20:30:00,3,Ditolak,Lembur proyek 1
109,31,2024-07-11,2024-07-11 17:30:00,2024-07-11 18:30:00,1,Disetujui,Lembur proyek 3
110,47,2024-07-11,2024-07-11 17:30:00,2024-07-11 21:30:00,4,Disetujui,Lembur proyek 1
111,48,2024-07-11,2024-07-11 17:30:00,2024-07-11 20:30:00,3,Disetujui,Lembur proyek 5
112,3,2024-07-12,2024-07-12 17:30:00,2024-07-12 18:30:00,1,Disetujui,Lembur proyek 5
113,24,2024-07-12,2024-07-12 17:30:00,2024-07-12 18:30:00,1,Disetujui,Lembur proyek 5
114,26,2024-07-12,2024-07-12 17:30:00,2024-07-12 18:30:00,1,Disetujui,Lembur proyek 4
115,34,2024-07-12,2024-07-12 17:30:00,2024-07-12 20:30:00,3,Disetujui,Lembur proyek 5
116,41,2024-07-12,2024-07-12 17:30:00,2024-07-12 18:30:00,1,Ditolak,Lembur proyek 5
117,46,2024-07-12,2024-07-12 17:30:00,2024-07-12 18:30:00,1,Disetujui,Lembur proyek 3
118,2,2024-07-13,2024-07-13 17:30:00,2024-07-13 20:30:00,3,Disetujui,Lembur proyek 5
119,4,2024-07-13,2024-07-13 17:30:00,2024-07-13 18:30:00,1,Disetujui,Lembur proyek 4
120,11,2024-07-13,2024-07-13 17:30:00,2024-07-13 19:30:00,2,Disetujui,Lembur proyek 4
121,13,2024-07-13,2024-07-13 17:30:00,2024-07-13 19:30:00,2,Ditolak,Lembur proyek 4
122,16,2024-07-13,2024-07-13 17:30:00,2024-07-13 19:30:00,2,Disetujui,Lembur proyek 4
123,19,2024-07-13,2024-07-13 17:30:00,2024-07-13 18:30:00,1,Ditolak,Lembur proyek 3
124,28,2024-07-13,2024-07-13 17:30:00,2024-07-13 20:30:00,3,Disetujui,Lembur proyek 1
125,39,2024-07-13,2024-07-13 17:30:00,2024-07-13 21:30:00,4,Ditolak,Lembur proyek 3
126,43,2024-07-13,2024-07-13 17:30:00,2024-07-13 18:30:00,1,Disetujui,Lembur proyek 4
127,48,2024-07-13,2024-07-13 17:30:00,2024-07-13 21:30:00,4,Disetujui,Lembur proyek 2
128,2,2024-07-14,2024-07-14 17:30:00,2024-07-14 18:30:00,1,Ditolak,Lembur proyek 5
129,6,2024-07-14,2024-07-14 17:30:00,2024-07-14 19:30:00,2,Ditolak,Lembur proyek 3
130,7,2024-07-14,2024-07-14 17:30:00,2024-07-14 18:30:00,1,Disetujui,Lembur proyek 5
131,12,2024-07-14,2024-07-14 17:30:00,2024-07-14 18:30:00,1,Disetujui,Lembur proyek 4
132,13,2024-07-14,2024-07-14 17:30:00,2024-07-14 20:30:00,3,Ditolak,Lembur proyek 2
133,22,2024-07-14,2024-07-14 17:30:00,2024-07-14 21:30:00,4,Ditolak,Lembur proyek 3
134,26,2024-07-14,2024-07-14 17:30:00,2024-07-14 20:30:00,3,Ditolak,Lembur proyek 5
135,32,2024-07-14,2024-07-14 17:30:00,2024-07-14 18:30:00,1,Disetujui,Lembur proyek 3
136,34,2024-07-14,2024-07-14 17:30:00,2024-07-14 18:30:00,1,Ditolak,Lembur proyek 3
137,35,2024-07-14,2024-07-14 17:30:00,2024-07-14 20:30:00,3,Ditolak,Lembur proyek 5
138,38,2024-07-14,2024-07-14 17:30:00,2024-07-14 19:30:00,2,Disetujui,Lembur proyek 4
139,41,2024-07-14,2024-07-14 17:30:00,2024-07-14 21:30:00,4,Disetujui,Lembur proyek 5
140,42,2024-07-14,2024-07-14 17:30:00,2024-07-14 18:30:00,1,Ditolak,Lembur proyek 4
141,50,2024-07-14,2024-07-14 17:30:00,2024-07-14 18:30:00,1,Ditolak,Lembur proyek 4
142,4,2024-07-15,2024-07-15 17:30:00,2024-07-15 18:30:00,1,Disetujui,Lembur proyek 2
143,15,2024-07-15,2024-07-15 17:30:00,2024-07-15 19:30:00,2,Disetujui,Lembur proyek 4
144,20,2024-07-15,2024-07-15 17:30:00,2024-07-15 19:30:00,2,Ditolak,Lembur proyek 2
145,21,2024-07-15,2024-07-15 17:30:00,2024-07-15 18:30:00,1,Disetujui,Lembur proyek 4
146,22,2024-07-15,2024-07-15 17:30:00,2024-07-15 21:30:00,4,Disetujui,Lembur proyek 4
147,25,2024-07-15,2024-07-15 17:30:00,2024-07-15 19:30:00,2,Disetujui,Lembur proyek 4
148,29,2024-07-15,2024-07-15 17:30:00,2024-07-15 21:30:00,4,Disetujui,Lembur proyek 1
149,31,2024-07-15,2024-07-15 17:30:00,2024-07-15 19:30:00,2,Disetujui,Lembur proyek 2
150,33,2024-07-15,2024-07-15 17:30:00,2024-07-15 18:30:00,1,Disetujui,Lembur proyek 2
151,35,2024-07-15,2024-07-15 17:30:00,2024-07-15 19:30:00,2,Disetujui,Lembur proyek 3
152,36,2024-07-15,2024-07-15 17:30:00,2024-07-15 21:30:00,4,Ditolak,Lembur proyek 3
153,50,2024-07-15,2024-07-15 17:30:00,2024-07-15 21:30:00,4,Ditolak,Lembur proyek 2
154,4,2024-07-16,2024-07-16 17:30:00,2024-07-16 19:30:00,2,Disetujui,Lembur proyek 4
155,8,2024-07-16,2024-07-16 17:30:00,2024-07-16 21:30:00,4,Ditolak,Lembur proyek 3
156,9,2024-07-16,2024-07-16 17:30:00,2024-07-16 21:30:00,4,Disetujui,Lembur proyek 4
157,14,2024-07-16,2024-07-16 17:30:00,2024-07-16 19:30:00,2,Disetujui,Lembur proyek 4
158,21,2024-07-16,2024-07-16 17:30:00,2024-07-16 18:30:00,1,Ditolak,Lembur proyek 3
159,23,2024-07-16,2024-07-16 17:30:00,2024-07-16 18:30:00,1,Disetujui,Lembur proyek 3
160,27,2024-07-16,2024-07-16 17:30:00,2024-07-16 19:30:00,2,Ditolak,Lembur proyek 1
161,28,2024-07-16,2024-07-16 17:30:00,2024-07-16 18:30:00,1,Ditolak,Lembur proyek 5
162,32,2024-07-16,2024-07-16 17:30:00,2024-07-16 20:30:00,3,Ditolak,Lembur proyek 4
163,33,2024-07-16,2024-07-16 17:30:00,2024-07-16 21:30:00,4,Ditolak,Lembur proyek 2
164,36,2024-07-16,2024-07-16 17:30:00,2024-07-16 18:30:00,1,Ditolak,Lembur proyek 1
165,41,2024-07-16,2024-07-16 17:30:00,2024-07-16 20:30:00,3,Disetujui,Lembur proyek 4
166,44,2024-07-16,2024-07-16 17:30:00,2024-07-16 19:30:00,2,Disetujui,Lembur proyek 1
167,50,2024-07-16,2024-07-16 17:30:00,2024-07-16 18:30:00,1,Ditolak,Lembur proyek 4
168,2,2024-07-17,2024-07-17 17:30:00,2024-07-17 19:30:00,2,Ditolak,Lembur proyek 1
169,3,2024-07-17,2024-07-17 17:30:00,2024-07-17 21:30:00,4,Disetujui,Lembur proyek 1
170,6,2024-07-17,2024-07-17 17:30:00,2024-07-17 19:30:00,2,Ditolak,Lembur proyek 1
171,7,2024-07-17,2024-07-17 17:30:00,2024-07-17 19:30:00,2,Disetujui,Lembur proyek 4
172,8,2024-07-17,2024-07-17 17:30:00,2024-07-17 21:30:00,4,Ditolak,Lembur proyek 2
173,10,2024-07-17,2024-07-17 17:30:00,2024-07-17 18:30:00,1,Disetujui,Lembur proyek 4
174,11,2024-07-17,2024-07-17 17:30:00,2024-07-17 19:30:00,2,Disetujui,Lembur proyek 1
175,15,2024-07-17,2024-07-17 17:30:00,2024-07-17 20:30:00,3,Ditolak,Lembur proyek 1
176,21,2024-07-17,2024-07-17 17:30:00,2024-07-17 21:30:00,4,Ditolak,Lembur proyek 3
177,24,2024-07-17,2024-07-17 17:30:00,2024-07-17 20:30:00,3,Disetujui,Lembur proyek 4
178,30,2024-07-17,2024-07-17 17:30:00,2024-07-17 19:30:00,2,Disetujui,Lembur proyek 2
179,36,2024-07-17,2024-07-17 17:30:00,2024-07-17 21:30:00,4,Ditolak,Lembur proyek 5
180,37,2024-07-17,2024-07-17 17:30:00,2024-07-17 21:30:00,4,Ditolak,Lembur proyek 4
181,42,2024-07-17,2024-07-17 17:30:00,2024-07-17 19:30:00,2,Disetujui,Lembur proyek 3
182,2,2024-07-18,2024-07-18 17:30:00,2024-07-18 18:30:00,1,Disetujui,Lembur proyek 4
183,17,2024-07-18,2024-07-18 17:30:00,2024-07-18 20:30:00,3,Ditolak,Lembur proyek 5
184,38,2024-07-18,2024-07-18 17:30:00,2024-07-18 19:30:00,2,Ditolak,Lembur proyek 4
185,47,2024-07-18,2024-07-18 17:30:00,2024-07-18 19:30:00,2,Ditolak,Lembur proyek 5
186,49,2024-07-18,2024-07-18 17:30:00,2024-07-18 21:30:00,4,Disetujui,Lembur proyek 1
187,50,2024-07-18,2024-07-18 17:30:00,2024-07-18 21:30:00,4,Ditolak,Lembur proyek 2
188,13,2024-07-19,2024-07-19 17:30:00,2024-07-19 19:30:00,2,Disetujui,Lembur proyek 5
189,17,2024-07-19,2024-07-19 17:30:00,2024-07-19 19:30:00,2,Disetujui,Lembur proyek 5
190,18,2024-07-19,2024-07-19 17:30:00,2024-07-19 19:30:00,2,Ditolak,Lembur proyek 1
191,31,2024-07-19,2024-07-19 17:30:00,2024-07-19 20:30:00,3,Ditolak,Lembur proyek 4
192,34,2024-07-19,2024-07-19 17:30:00,2024-07-19 21:30:00,4,Disetujui,Lembur proyek 4
193,35,2024-07-19,2024-07-19 17:30:00,2024-07-19 19:30:00,2,Ditolak,Lembur proyek 2
194,36,2024-07-19,2024-07-19 17:30:00,2024-07-19 18:30:00,1,Ditolak,Lembur proyek 3
195,37,2024-07-19,2024-07-19 17:30:00,2024-07-19 21:30:00,4,Ditolak,Lembur proyek 1
196,39,2024-07-19,2024-07-19 17:30:00,2024-07-19 21:30:00,4,Ditolak,Lembur proyek 2
197,5,2024-07-20,2024-07-20 17:30:00,2024-07-20 20:30:00,3,Disetujui,Lembur proyek 2
198,7,2024-07-20,2024-07-20 17:30:00,2024-07-20 20:30:00,3,Disetujui,Lembur proyek 1
199,14,2024-07-20,2024-07-20 17:30:00,2024-07-20 19:30:00,2,Disetujui,Lembur proyek 2
200,16,2024-07-20,2024-07-20 17:30:00,2024-07-20 18:30:00,1,Ditolak,Lembur proyek 4
201,20,2024-07-20,2024-07-20 17:30:00,2024-07-20 21:30:00,4,Disetujui,Lembur proyek 5
202,26,2024-07-20,2024-07-20 17:30:00,2024-07-20 18:30:00,1,Ditolak,Lembur proyek 4
203,43,2024-07-20,2024-07-20 17:30:00,2024-07-20 21:30:00,4,Ditolak,Lembur proyek 4
204,7,2024-07-21,2024-07-21 17:30:00,2024-07-21 20:30:00,3,Ditolak,Lembur proyek 2
205,9,2024-07-21,2024-07-21 17:30:00,2024-07-21 20:30:00,3,Ditolak,Lembur proyek 2
206,12,2024-07-21,2024-07-21 17:30:00,2024-07-21 20:30:00,3,Ditolak,Lembur proyek 3
207,15,2024-07-21,2024-07-21 17:30:00,2024-07-21 20:30:00,3,Ditolak,Lembur proyek 1
208,26,2024-07-21,2024-07-21 17:30:00,2024-07-21 19:30:00,2,Ditolak,Lembur proyek 4
209,32,2024-07-21,2024-07-21 17:30:00,2024-07-21 19:30:00,2,Ditolak,Lembur proyek 3
210,33,2024-07-21,2024-07-21 17:30:00,2024-07-21 19:30:00,2,Disetujui,Lembur proyek 3
211,36,2024-07-21,2024-07-21 17:30:00,2024-07-21 18:30:00,1,Ditolak,Lembur proyek 1
212,39,2024-07-21,2024-07-21 17:30:00,2024-07-21 21:30:00,4,Disetujui,Lembur proyek 4
213,45,2024-07-21,2024-07-21 17:30:00,2024-07-21 20:30:00,3,Disetujui,Lembur proyek 2
214,49,2024-07-21,2024-07-21 17:30:00,2024-07-21 21:30:00,4,Disetujui,Lembur proyek 5
215,50,2024-07-21,2024-07-21 17:30:00,2024-07-21 21:30:00,4,Disetujui,Lembur proyek 1
216,1,2024-07-22,2024-07-22 17:30:00,2024-07-22 20:30:00,3,Disetujui,Lembur proyek 3
217,6,2024-07-22,2024-07-22 17:30:00,2024-07-22 20:30:00,3,Ditolak,Lembur proyek 5
218,11,2024-07-22,2024-07-22 17:30:00,2024-07-22 20:30:00,3,Disetujui,Lembur proyek 5
219,12,2024-07-22,2024-07-22 17:30:00,2024-07-22 21:30:00,4,Ditolak,Lembur proyek 5
220,14,2024-07-22,2024-07-22 17:30:00,2024-07-22 18:30:00,1,Ditolak,Lembur proyek 4
221,16,2024-07-22,2024-07-22 17:30:00,2024-07-22 19:30:00,2,Disetujui,Lembur proyek 2
222,25,2024-07-22,2024-07-22 17:30:00,2024-07-22 19:30:00,2,Disetujui,Lembur proyek 1
223,28,2024-07-22,2024-07-22 17:30:00,2024-07-22 20:30:00,3,Ditolak,Lembur proyek 5
224,32,2024-07-22,2024-07-22 17:30:00,2024-07-22 19:30:00,2,Ditolak,Lembur proyek 2
225,34,2024-07-22,2024-07-22 17:30:00,2024-07-22 21:30:00,4,Ditolak,Lembur proyek 4
226,39,2024-07-22,2024-07-22 17:30:00,2024-07-22 21:30:00,4,Ditolak,Lembur proyek 5
227,3,2024-07-23,2024-07-23 17:30:00,2024-07-23 20:30:00,3,Disetujui,Lembur proyek 4
228,17,2024-07-23,2024-07-23 17:30:00,2024-07-23 19:30:00,2,Disetujui,Lembur proyek 3
229,24,2024-07-23,2024-07-23 17:30:00,2024-07-23 21:30:00,4,Ditolak,Lembur proyek 4
230,27,2024-07-23,2024-07-23 17:30:00,2024-07-23 21:30:00,4,Ditolak,Lembur proyek 1
231,28,2024-07-23,2024-07-23 17:30:00,2024-07-23 20:30:00,3,Disetujui,Lembur proyek 2
232,36,2024-07-23,2024-07-23 17:30:00,2024-07-23 21:30:00,4,Disetujui,Lembur proyek 5
233,37,2024-07-23,2024-07-23 17:30:00,2024-07-23 21:30:00,4,Disetujui,Lembur proyek 5
234,49,2024-07-23,2024-07-23 17:30:00,2024-07-23 21:30:00,4,Disetujui,Lembur proyek 3
235,50,2024-07-23,2024-07-23 17:30:00,2024-07-23 20:30:00,3,Ditolak,Lembur proyek 4
236,3,2024-07-24,2024-07-24 17:30:00,2024-07-24 18:30:00,1,Ditolak,Lembur proyek 2
237,13,2024-07-24,2024-07-24 17:30:00,2024-07-24 19:30:00,2,Disetujui,Lembur proyek 3
238,19,2024-07-24,2024-07-24 17:30:00,2024-07-24 19:30:00,2,Disetujui,Lembur proyek 2
239,20,2024-07-24,2024-07-24 17:30:00,2024-07-24 20:30:00,3,Ditolak,Lembur proyek 5
240,22,2024-07-24,2024-07-24 17:30:00,2024-07-24 20:30:00,3,Ditolak,Lembur proyek 1
241,23,2024-07-24,2024-07-24 17:30:00,2024-07-24 19:30:00,2,Ditolak,Lembur proyek 5
242,28,2024-07-24,2024-07-24 17:30:00,2024-07-24 20:30:00,3,Ditolak,Lembur proyek 1
243,32,2024-07-24,2024-07-24 17:30:00,2024-07-24 18:30:00,1,Ditolak,Lembur proyek 3
244,40,2024-07-24,2024-07-24 17:30:00,2024-07-24 21:30:00,4,Disetujui,Lembur proyek 5
245,42,2024-07-24,2024-07-24 17:30:00,2024-07-24 19:30:00,2,Disetujui,Lembur proyek 1
246,43,2024-07-24,2024-07-24 17:30:00,2024-07-24 18:30:00,1,Disetujui,Lembur proyek 2
247,15,2024-07-25,2024-07-25 17:30:00,2024-07-25 19:30:00,2,Disetujui,Lembur proyek 2
248,33,2024-07-25,2024-07-25 17:30:00,2024-07-25 19:30:00,2,Disetujui,Lembur proyek 2
249,38,2024-07-25,2024-07-25 17:30:00,2024-07-25 21:30:00,4,Disetujui,Lembur proyek 5
250,46,2024-07-25,2024-07-25 17:30:00,2024-07-25 18:30:00,1,Disetujui,Lembur proyek 2
251,50,2024-07-25,2024-07-25 17:30:00,2024-07-25 19:30:00,2,Disetujui,Lembur proyek 3
252,16,2024-07-26,2024-07-26 17:30:00,2024-07-26 20:30:00,3,Ditolak,Lembur proyek 2
